2026-02-01 00:00:00 | INFO | profile | User login success user_id=3376 (env=prod, region=us-east-1, ip=179.236.40.154, request_id=ocbn4ctomkfvjrxf, trace_id=2f00o776uousfkyzvytsmw5x, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:00:01 | INFO | inventory | File uploaded id=file_87m1sircbe bytes=6961612 (env=prod, region=me-south-1, ip=254.14.66.188, request_id=2kntvnaxxfeny6je, trace_id=43n528er5jx6z4nimr03o8em, ua="curl/8.4.0")
2026-02-01 00:00:02 | INFO | cdn | User logout success user_id=3750 (env=prod, region=ap-southeast-1, ip=45.43.241.68, request_id=jtl7ava3kwp9ejm7, trace_id=1k7ur4oocaqc6qkwqqr4yeso, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:00:03 | INFO | gateway | Cache miss key=cart:4665 (env=prod, region=us-east-1, ip=13.26.91.133, request_id=cn0j76iza6n4zxsd, trace_id=dylh3kkzejes0mn521x4giuf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:00:04 | INFO | notifications | Config loaded version=3.7.12 (env=prod, region=me-south-1, ip=16.233.153.4, request_id=81jbpijkw4tyxnwu, trace_id=wzv5lej7x7mrirwlprgveyur, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:00:05 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=prod, region=ap-southeast-1, ip=17.27.69.161, request_id=tyjcj90h9zfswx73, trace_id=jdsmnw6y8xds3ot3vizkp9cc, ua="curl/8.4.0")
2026-02-01 00:00:06 | INFO | frontend | User logout success user_id=6633 (env=prod, region=me-south-1, ip=175.193.246.66, request_id=mlj2z4to8z9jpgjw, trace_id=fihx56qvm7wtkicmaz0wwmtd, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:00:07 | WARN | search | Rate limit nearing threshold remaining=17 (env=dev, region=ap-southeast-1, ip=5.167.240.107, request_id=q58cyw4g0u1g404w, trace_id=ga8rz5tl68r0vmzz00duessx, ua="PostmanRuntime/7.36.0")
2026-02-01 00:00:08 | ERROR | kms | Upstream service unavailable dependency=cdn-edge (env=prod, region=eu-west-1, ip=107.198.211.161, request_id=77r65hjqksfcu857, trace_id=slvl2ocw2iwwbxz6clwiu0q9, ua="PostmanRuntime/7.36.0")
2026-02-01 00:00:09 | INFO | scheduler | Cache miss key=sess:7641 (env=prod, region=ap-southeast-1, ip=230.176.119.172, request_id=hqs1ilz6szo3pu20, trace_id=mee3l9rr6999zjg4y14q20mf, ua="curl/8.4.0")
2026-02-01 00:00:10 | WARN | orders | Temporary network jitter detected rtt_ms=338 (env=prod, region=us-east-1, ip=208.85.15.127, request_id=esai9ihayd37k07j, trace_id=1o7j4kzj98lmacvya3l0yw3o, ua="PostmanRuntime/7.36.0")
2026-02-01 00:00:11 | INFO | search | Job completed successfully: job=daily-report duration_ms=1209 (env=dev, region=eu-west-1, ip=65.36.116.91, request_id=mf5yt5cziu6uuzel, trace_id=jl8oanwjmrs99gvj2rtvhuwt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:00:12 | WARN | frontend | High memory usage warning mem=60% (env=prod, region=ap-southeast-1, ip=179.132.35.11, request_id=iiczztprzcnz03vm, trace_id=zi023fqr7m6s50yugv8udsaf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:00:13 | WARN | analytics | Retrying request to upstream service attempt=3 (env=dev, region=us-east-1, ip=57.20.66.143, request_id=l2gc3iecqbfwtryr, trace_id=5napceaqcn4ra6wpjjeg13pc, ua="PostmanRuntime/7.36.0")
2026-02-01 00:00:14 | INFO | email | File uploaded id=file_k5z1e4i3ln bytes=3033699 (env=dev, region=me-south-1, ip=33.216.6.58, request_id=bzo8o2cpkgcwvcfb, trace_id=p4ip2i1ju0rn1s84brg7qvdx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:00:15 | INFO | auth | Cache miss key=rate:218.224.64.212 (env=staging, region=me-south-1, ip=218.224.64.212, request_id=t55bkc1xaztl5ddo, trace_id=rqwegheyldke0lujqy44t8qk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:00:16 | INFO | orders | File uploaded id=file_njamljrurq bytes=1376667 (env=staging, region=me-south-1, ip=221.98.165.69, request_id=5176t9mj8s8dikws, trace_id=9wgo353td3y6e7p0dl9aaidz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:00:17 | INFO | kms | Cache miss key=user:7869 (env=prod, region=me-south-1, ip=106.152.204.34, request_id=b9yw8ab7gpgp4pwm, trace_id=1sk2d4m16uj9bromw6yuwpvv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:00:18 | INFO | inventory | Metrics pushed cpu=30% mem=51% (env=staging, region=ap-southeast-1, ip=205.167.236.146, request_id=w93lboiqqlffnmxe, trace_id=o376lbzqfkt05goa5sdm7y7p, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
